review_id,robustness_score,frac_significant,frac_reversed,iqr_theta,eta2_estimator,audit_n_fail,audit_n_warn,audit_pct_fail,audit_pub_bias_flag,audit_model_misspec_flag,audit_prediction_gap_flag,audit_excess_sig_flag,audit_integrity_flag,quality_score,fragility_sub,bias_sub,prediction_sub,orb_sub,benford_mad,has_changepoint,n_changepoints,k,total_n,data_type_binary,data_type_continuous,data_type_GIV,topdim_Bias_Correction,topdim_Estimator,topdim_Leave_One_Out,topdim_CI_Method,never_stabilized,fragile_or_unstable,low_quality
CD015213,66.67,0.6666666666666666,0.0,0.4087406109126825,0.0,8,13,0.5714285714285714,1,0,1,0,0,88.3,66.67,0.0,1.14,0.0,0.10602694549325832,0,0,15.0,1923.0,0,0,1,1,0,0,0,0,1,0
CD015215,100.0,0.0,0.0,0.0529216307091729,0.0,47,52,0.6909090909090909,1,1,1,1,1,84.7,100.0,,6.48,10.0,0.12130667052090563,0,0,6.0,847.0,0,0,1,0,1,0,0,0,0,0
CD015219,37.59,0.3759398496240601,0.0,0.2757156595738501,0.1251,20,16,0.7333333333333333,1,1,1,0,1,37.9,37.59,0.0,3.44,35.0,0.08995098515607623,0,0,11.0,15540.0,0,0,1,1,0,0,0,0,1,1
CD015229,100.0,1.0,0.0,8.212639736670454,0.0,12,6,1.0,1,1,1,0,0,97.0,100.0,1.0,2.32,20.0,0.11360099127845122,0,0,5.0,190.0,0,1,0,0,1,0,0,0,0,0
CD015252,31.55,0.3154761904761904,0.0,0.0700045390044766,0.0004,5,22,0.4444444444444444,1,1,1,0,0,54.5,31.55,2.0,1.31,10.0,0.14361123610258625,0,0,4.0,1032.0,0,0,1,1,0,0,0,0,1,1
CD015254,31.6,0.316017316017316,0.0,0.076528645584829,0.3265,13,15,0.5,1,1,0,0,0,36.3,31.6,0.0,2.98,65.0,0.10996667148446534,0,0,2.0,177.0,0,0,1,0,1,0,0,0,1,1
CD015255,8.53,0.0853174603174603,0.0,0.3511381669606786,0.0045,16,27,0.5,0,1,1,0,1,20.5,8.53,2.0,3.12,50.0,0.13107234109132243,0,0,4.0,689.0,0,0,1,0,0,1,0,0,1,1
CD015284,23.54,0.2354497354497354,0.0,0.7053150883041497,0.0037,6,31,0.08333333333333333,1,0,1,0,1,36.0,23.54,0.0,3.31,15.0,0.12484373584682383,0,0,15.0,2652.0,0,0,1,0,0,1,0,0,1,1
CD015314,66.67,0.6666666666666666,0.0,0.50630414829005,0.0,5,2,1.0,1,1,1,0,0,43.1,66.67,3.0,3.64,35.0,0.10617349005912904,0,0,38.0,18439.0,0,0,1,1,0,0,0,0,1,1
CD015326,66.67,0.6666666666666666,0.0,0.021666537655437,0.0,10,25,0.23684210526315788,1,0,0,0,0,56.8,66.67,0.0,2.07,10.0,0.08386697281857977,0,0,21.0,4989.0,0,0,1,1,0,0,0,0,1,1
CD015328,22.05,0.2205215419501134,0.0,0.1003907487831588,0.2119,22,17,0.8888888888888888,1,1,1,1,0,33.0,22.05,0.0,3.84,65.0,0.07763836757408121,0,0,51.0,0.0,0,0,1,0,1,0,0,0,1,1
CD015330,72.22,0.0,0.0,0.0428246403765852,0.0,9,9,0.6666666666666666,1,1,1,1,0,62.3,72.22,0.0,1.15,20.0,0.09977111207467085,0,0,21.0,0.0,0,0,1,1,0,0,0,0,0,0
CD015331,75.51,0.7551020408163265,0.0,0.0375467214759578,0.0,6,94,0.07058823529411765,1,1,1,0,0,88.4,75.51,0.0,1.03,20.0,0.0782355536284361,0,0,15.0,2220.0,0,0,1,1,0,0,0,0,0,0
CD015332,94.44,0.0555555555555555,0.0,0.0159547528002381,0.0,8,26,0.17073170731707318,1,1,0,0,0,86.6,94.44,0.0,1.62,10.0,0.10993944331037643,0,0,3.0,396.0,0,0,1,0,0,1,0,0,0,0
CD015350,91.43,0.0380952380952381,0.0,0.1034077127451925,0.0057,0,10,0.0,0,0,0,0,0,79.5,91.43,0.0,2.84,50.0,0.11477979344136004,0,0,13.0,1443.0,0,0,1,0,0,1,0,0,0,0
CD015373,71.43,0.0,0.0,0.6285208293120841,0.0148,5,20,0.21739130434782608,0,1,1,0,0,70.0,71.43,0.0,2.02,0.0,0.07292963444742831,0,0,16.0,718.0,0,0,1,0,0,1,0,0,0,0
CD015383,51.85,0.5185185185185185,0.0,2.0647982609033217,0.0,0,0,0.0,0,0,0,0,0,73.1,51.85,0.0,1.62,0.0,0.1541277716554028,0,0,6.0,140.0,0,0,1,1,0,0,0,0,1,0
CD015387,66.67,0.6666666666666666,0.0,0.1513972010642552,0.0,7,12,0.5555555555555556,1,1,1,1,0,63.1,66.67,2.0,1.98,35.0,0.10330817740058908,0,0,19.0,7296.0,1,0,0,1,0,0,0,0,1,0
CD015395,77.78,0.7777777777777778,0.0,0.0958557205363124,0.0,4,7,0.5,0,1,0,0,0,89.6,77.78,,2.2,0.0,,0,0,2.0,2488.0,0,0,1,1,0,0,0,0,0,0
CD015432,51.85,0.0035273368606701,0.0035273368606701,0.4218872599154419,0.2198,5,14,0.26666666666666666,1,1,0,1,0,46.9,51.85,0.0,2.92,75.0,0.10953678264508764,0,0,8.0,748.0,0,0,1,1,0,0,0,0,1,1
CD015443,68.33,0.6833333333333333,0.0,0.1406320463520965,0.0,8,23,0.5,1,1,1,1,0,62.9,68.33,0.0,3.2,40.0,0.08372237991157766,0,0,16.0,8752.0,0,0,1,1,0,0,0,0,1,0
CD015448,68.85,0.0198412698412698,0.0,1.705334497969365,0.0007,0,5,0.0,0,0,0,0,0,56.1,68.85,1.0,2.27,20.0,0.10330817740058908,0,0,13.0,1624.0,0,0,1,1,0,0,0,0,1,1
CD015476,68.55,0.685515873015873,0.0,0.0505227730600188,0.0,10,17,0.4666666666666667,1,1,1,0,0,39.2,68.55,2.0,3.31,65.0,0.12285377081284017,0,0,15.0,29532.0,0,0,1,1,0,0,0,0,1,1
CD015514,75.0,0.0,0.0,0.2418808950494295,0.0,5,8,0.625,0,1,0,0,1,75.0,75.0,,9.43,0.0,0.12038398445741486,0,0,1.0,239.0,0,0,1,0,0,1,0,0,0,0
CD015518,66.67,0.6666666666666666,0.0,0.2942033310688611,0.0,2,10,0.2,1,0,0,0,0,53.8,66.67,0.0,3.57,30.0,0.07763836757408121,0,0,,,0,0,0,1,0,0,0,0,1,1
CD015520,42.59,0.4259259259259259,0.0,0.0912915116496739,0.0,1,8,0.09090909090909091,1,0,0,0,0,49.9,42.59,0.0,1.62,0.0,0.09977111207467085,0,0,,,0,0,0,0,0,1,0,0,1,1
CD015524,93.33,0.0,0.0,0.1495505028934826,0.0,2,32,0.05555555555555555,1,0,0,0,0,83.6,93.33,,2.2,0.0,0.09465971828272914,0,0,9.0,1448.0,0,0,1,0,0,1,0,0,0,0
CD015532,66.8,0.0859788359788359,0.0,0.3407794988171727,0.0052,9,26,0.3888888888888889,1,1,1,1,0,51.6,66.8,1.0,2.87,45.0,0.08691124092038491,0,0,,,0,0,0,0,0,1,0,0,1,1
CD015536,82.54,0.023088023088023,0.0,0.2425488298370322,0.0026,7,17,0.4,1,1,1,1,0,71.6,82.54,0.0,2.62,15.0,0.12451823583768795,0,0,15.0,4436.0,0,0,1,1,0,0,0,0,0,0
CD015551,75.0,0.0,0.0,0.033532652047592,0.0,6,3,0.8333333333333334,0,1,0,0,1,73.0,75.0,,6.48,10.0,0.13890250297593335,0,0,5.0,6173.0,0,0,1,0,0,1,0,0,0,0
CD015573,66.67,0.0,0.0,1.4322116530790805,0.0,0,2,0.0,0,0,0,0,0,71.1,66.67,,2.2,0.0,0.12090400985561682,0,0,,,0,0,0,1,0,0,0,0,1,0
CD015584,66.67,0.0,0.0,0.0480698694701509,0.0,2,12,0.2,1,0,0,1,0,50.8,66.67,2.0,2.66,50.0,0.08843111303823058,0,0,14.0,2437.0,0,0,1,1,0,0,0,0,1,1
CD015588,68.63,0.6862745098039216,0.0,0.0385294336266676,0.0,28,47,0.42857142857142855,1,1,1,0,1,66.0,68.63,0.0,2.14,20.0,0.06548007130439196,0,0,25.0,45544.0,0,0,1,1,0,0,0,0,1,0
CD015636,77.78,0.7777777777777778,0.0,0.0716488921677329,0.0,1,0,1.0,0,0,0,0,1,92.2,77.78,0.0,1.62,0.0,,0,0,1.0,12612.0,0,0,1,1,0,0,0,0,0,0
CD015673,91.85,0.0814814814814814,0.0,0.0528238260997888,0.0,3,11,0.09090909090909091,1,1,1,0,0,74.1,91.85,0.0,1.11,20.0,0.12285377081284017,0,0,8.0,2041.0,0,0,1,0,0,1,0,0,0,0
CD015698,100.0,0.0,0.0,0.2445860770922718,0.0,0,5,0.0,0,0,0,0,0,86.7,100.0,,6.48,0.0,0.11619527672896392,0,0,8.0,0.0,0,0,1,0,1,0,0,0,0,0
CD015721,41.5,0.0,0.0,0.042705428966889,0.138,0,6,0.0,0,0,0,0,0,53.0,41.5,0.0,2.33,10.0,0.08187700778459611,0,0,6.0,2336.0,0,0,1,0,0,1,0,0,1,1
CD015746,71.43,0.7142857142857143,0.0,0.4376756696582549,0.0,9,5,0.75,1,1,1,0,0,76.3,71.43,0.0,3.01,25.0,0.11891404482163316,0,0,10.0,219563.0,0,0,1,1,0,0,0,0,0,0
CD015749,75.0,0.0,0.0,0.4920539899385336,0.0,0,3,0.0,0,0,0,0,0,75.0,75.0,,9.83,0.0,0.09114988113089982,0,0,4.0,890.0,0,0,1,0,0,1,0,0,0,0
CD015751,100.0,0.0,0.0,0.160024260753979,0.0,1,4,0.16666666666666666,1,0,0,0,0,86.7,100.0,,6.48,0.0,0.11736694452969859,0,0,5.0,317.0,0,0,1,0,1,0,0,0,0,0
CD015779,60.32,0.6031746031746031,0.0,0.4273783081326395,0.0,4,9,0.4,0,1,1,0,1,66.1,60.32,1.0,1.42,0.0,0.12008571262236784,0,0,,,0,0,0,1,0,0,0,0,1,0
CD015786,78.79,0.7878787878787878,0.0,1.786282356341159,0.0,1,1,0.16666666666666666,1,0,0,0,0,72.6,78.79,1.0,1.18,0.0,0.1275625039394931,0,0,4.0,3942.0,0,0,1,1,0,0,0,0,0,0
CD015788,15.87,0.1587301587301587,0.0,0.2948626870091988,0.0073,1,4,0.2,0,1,0,0,0,28.3,15.87,1.0,3.01,15.0,0.09403530405428535,0,0,4.0,1241.0,0,0,1,0,0,1,0,0,1,1
CD015804,96.3,0.0,0.0,0.0120157096931827,0.0,1,8,0.08333333333333333,0,0,0,0,1,87.2,96.3,0.0,1.41,10.0,0.10692240338266018,0,0,8.0,3603.0,0,0,1,0,0,1,0,0,0,0
CD015820,73.33,0.0,0.0,0.5048783945434115,0.0,0,5,0.0,0,0,0,0,0,74.2,73.33,,2.2,0.0,0.1553266676302264,0,0,5.0,602.0,0,0,1,1,0,0,0,0,0,0
CD015824,67.99,0.6798941798941799,0.0,0.0425158219673088,0.0494,4,12,0.2222222222222222,1,1,1,0,0,88.8,67.99,0.0,1.62,0.0,0.11265821140304569,0,0,6.0,3155.0,0,0,1,1,0,0,0,0,1,0
CD015830,31.43,0.3142857142857143,0.0,0.2943028887956798,0.0265,0,4,0.0,0,0,0,0,0,41.3,31.43,,3.22,0.0,0.09465971828272914,0,0,4.0,121.0,0,1,0,1,0,0,0,0,1,1
CD015849,45.63,0.4563492063492063,0.0,0.0584937202983143,0.0863,26,48,0.46,1,1,0,1,1,58.0,45.63,0.0,2.04,20.0,0.11557086250052012,0,0,14.0,39333.0,0,0,1,1,0,0,0,0,1,1
CD015854,88.89,0.0555555555555555,0.0,0.3675130210828002,0.0,1,10,0.1,0,0,0,0,1,76.1,88.89,0.0,1.62,0.0,0.10993944331037643,0,0,,,0,0,0,1,0,0,0,0,0,0
CD015894,66.67,0.6666666666666666,0.0,0.1225158311727622,0.0,0,3,0.0,0,0,0,0,0,66.1,66.67,0.0,3.0,15.0,0.08220250779373202,0,0,10.0,901.0,0,0,1,1,0,0,0,0,1,0
CD015932,58.01,0.5800865800865801,0.0,0.1250962833022396,0.0216,16,26,0.631578947368421,0,1,1,1,1,45.6,58.01,1.0,3.31,65.0,0.06898990845622127,0,0,9.0,2289.0,0,0,1,1,0,0,0,0,1,1
CD015968,91.67,0.0,0.0,1.3367564362927573,0.0,2,18,0.1,0,1,0,0,0,82.8,91.67,,7.71,0.0,0.09465971828272914,0,0,,,0,0,0,0,0,1,0,0,0,0
CD016031,85.39,0.0114942528735632,0.0,0.0525964054811724,0.0041,8,19,0.3333333333333333,1,1,0,1,0,84.9,85.39,0.0,1.05,0.0,0.165494998865932,0,0,,,0,0,0,1,0,0,0,0,0,0
CD016064,64.29,0.0,0.0,0.8603273858023699,0.0033,4,8,0.3333333333333333,1,0,0,0,0,57.5,64.29,2.0,1.62,0.0,0.1263636079646695,0,0,,,0,0,0,1,0,0,0,0,1,1
CD016119,83.94,0.8394024276377218,0.0,0.14505736409569,0.1745,2,17,0.1,0,1,1,0,0,62.9,83.94,0.0,2.57,10.0,0.058821577220515696,0,0,,,0,0,0,0,0,1,0,0,0,0
CD016120,46.67,0.019047619047619,0.0,0.7182161580976495,0.1786,2,22,0.08695652173913043,0,1,0,0,0,53.8,46.67,,4.4,40.0,0.09403530405428535,0,0,,,0,0,0,0,0,1,0,0,1,1
CD016131,88.89,0.0555555555555555,0.0,0.1889535482874671,0.0,6,5,0.7142857142857143,1,1,1,0,0,76.1,88.89,0.0,1.62,0.0,0.12130667052090563,0,0,,,0,0,0,0,0,1,0,0,0,0
CD016136,98.92,0.989247311827957,0.0,0.2183364069595176,0.0,2,5,0.4,1,0,0,0,0,63.6,98.92,1.0,4.75,40.0,0.13227123706614602,0,0,,,0,0,0,0,0,1,0,0,0,0
CD016147,97.62,0.0238095238095238,0.0,0.177686584378221,0.061,3,12,0.25,0,1,0,0,0,82.6,97.62,,10.82,15.0,0.09859944427393616,0,0,,,0,0,0,0,0,1,0,0,0,0
CD016148,66.67,0.0,0.0,0.1052993686295614,0.0,3,8,0.375,1,0,1,0,1,67.1,66.67,,2.2,20.0,0.10248988016734009,0,0,,,0,0,0,1,0,0,0,0,1,0
CD016211,83.33,0.8333333333333334,0.0,0.0154322202428963,0.0,5,16,0.25,0,1,0,0,1,91.2,83.33,0.0,1.62,20.0,,0,0,,,0,0,0,0,0,1,0,0,0,0
CD016278,93.33,0.0,0.0,0.0887880167425861,0.0,2,17,0.1111111111111111,0,1,0,0,0,79.6,93.33,,2.65,20.0,0.09764953003635647,0,0,,,0,0,0,0,0,1,0,0,0,0
